team,orb_rate_off_gravity,orb_rate_def_gravity,orb_rate_off_avg,orb_rate_def_avg
Oklahoma St.,-0.07794330757941254,-1.7485479978398852,28.237649955337357,28.719533938006013
Old Dominion,1.166220910144587,-0.12713166073072324,22.808435084106684,28.243378624964446
Oral Roberts,1.0532519022841471,1.4394184655850397,26.48065891935794,30.065127122531738
Oregon,2.1291703780155293,0.10772319694081414,30.15264519588087,30.696263252993276
Oregon St.,0.6736788292872101,0.6073985480598012,24.550397314632317,31.042759370071405
Pacific,1.0907623612985762,0.9458157596787655,31.953616785134948,22.49981827665507
Penn,0.7321274632060567,0.05763438015942122,29.23173642129169,28.310408585022046
Penn St.,0.6473127724237304,0.09290502642524315,23.526272981017716,30.33847348674447
Pepperdine,0.40599765028697055,0.8468000322886825,25.527888042714658,32.06844424153734
Pittsburgh,1.5749684224642166,1.4877191173776814,31.371125988325357,25.730419180041284
Portland,0.4446404878774694,0.72240600892265,25.374908788658527,29.987966306071126
Portland St.,0.905642921475919,0.48768163037148715,26.25497104956725,23.31754831217312
Prairie View A&M,1.7257800789398805,1.2645733739883822,24.0450633913763,33.6237293585531
Presbyterian,0.6195769524814434,-0.02682640664251328,31.365075850841677,27.543568274441775
Princeton,0.9123322404984325,0.4120763239635546,24.341781308285853,25.611092053982343
Providence,1.6393625100848543,1.913466903285197,30.488924560918928,27.349571314779617
Purdue,1.2927537460443348,1.4878468498218906,34.30769072438646,23.890182797111308
Purdue Fort Wayne,1.1285217193499204,1.213037866481056,20.583227900660557,31.959325543996847
Queens,0.7779879398269762,1.4534273106309308,28.053022638378586,30.10140981701964
Quinnipiac,0.5456025007375084,1.7496711810510956,32.588635521898006,30.11307067243928
Radford,1.3670510746659694,1.0941342662997051,26.22264601484407,29.414024124698255
Rhode Island,1.5170169975056922,0.04210601646029649,29.417953886191174,28.84997644645714
Rice,1.065946616586186,-0.046079244633499834,32.982448665070635,30.394309263692783
Richmond,0.9735333835659671,0.2840049727292633,22.512768937770662,29.616310593626892
Rider,0.13229613343183333,1.346833032199186,30.873199824176822,31.12906901311198
Robert Morris,0.7479354022211699,-0.6798049649152702,36.626802635024205,27.546639745413543
Rutgers,2.323086466514915,0.25445099214137207,28.748581109073687,30.72049546669201
SIU Edwardsville,1.3769537784991286,1.033056344716392,28.043920406827215,28.673082190990602
SMU,1.42434665267585,-0.8231408661034952,32.62145830348149,28.46427896094183
Sacramento St.,0.6812491082236364,1.3831354978819494,23.588478023304138,30.87873642765492
Sacred Heart,1.9795397563075772,2.158093371802856,26.060174261622706,29.649000363541774
Saint Francis,0.9413370528982343,1.4210193138303315,24.48275474791631,30.630238183628272
Saint Joseph's,1.274206960647662,-0.08663712961307113,29.462209376795688,28.433941196200355
Saint Louis,1.1041436912490976,1.16551544543401,29.837756067157684,24.83036727335281
Saint Mary's,1.1568418343728955,1.1122499211622068,36.29540565153205,20.677393603124123
Saint Peter's,0.7073556459814176,1.2929240351785662,35.46893623598027,33.351445327452296
Sam Houston St.,1.145497064953406,0.5793213833095693,32.46510961602505,26.873424284866022
