team,efg_off_gravity,efg_def_gravity,efg_off_avg,efg_def_avg
UMKC,1.2747173217576255,0.9941215137639432,45.92919715296591,56.14994546654423
UMass Lowell,1.3849147706361777,1.487811142036462,49.872233819391674,53.792165945873975
UNC Asheville,1.0415660436142744,0.1808267639460345,51.149065902418485,51.76100764925793
UNC Greensboro,-1.144442094742579,1.0665641265779668,51.97264825088784,56.47128528338397
UNC Wilmington,1.0341626743332764,0.6774025885294958,51.02116654946605,47.35203820151644
UNLV,1.2866414127034025,0.30349567106186726,53.60925175162585,53.1719222213675
USC,-0.26741125257206777,2.0279952429481947,50.50064904730337,50.060809331890205
USC Upstate,1.1704038150098675,-0.5055864377768917,48.614618232347055,51.08109207493674
UT Arlington,1.2210333384834309,0.8243178761946948,48.12504823017478,47.492847504445834
UT Rio Grande Valley,0.6944136295311191,0.5548970437386433,54.89750299219669,47.991691338376334
UTEP,0.7615999915573958,0.11195662314655098,48.42673592437207,51.81181282575393
UTSA,0.9261986060965042,1.2302792781560732,45.03325757356266,53.35482011618832
Utah,1.9333239059552072,0.3238831579526936,52.255649735891765,53.94539953389558
Utah St.,1.1218626476711104,1.5688947393160064,57.278851680601264,50.102602050157806
Utah Tech,0.7026837968813718,-0.439125844928626,53.25041063822221,50.7993284973983
Utah Valley,0.8995630880876305,0.36436983895968267,55.605104035288896,49.386004387995094
VCU,1.1463286811871767,1.1607233421213272,54.42343521242695,49.16403286142854
VMI,1.4901892757667778,1.039716862554462,47.4618544715367,57.271120802486486
Valparaiso,0.8395979716308243,1.1231609856728313,48.15250873366178,50.621356116786835
Vanderbilt,1.343063190645345,1.5845004374543727,55.5655080892959,48.71281869237452
Vermont,0.2982832529645915,-0.39400287314426485,53.5524504774174,50.44124704024943
