team,to_rate_off_gravity,to_rate_def_gravity,to_rate_off_avg,to_rate_def_avg
Georgia St.,0.2152434710268879,0.19630284716978036,14.504603907539625,15.30180954655029
Georgia Tech,0.7637843516108999,0.5785581488103142,17.513307422040842,14.500887025717578
Gonzaga,0.8922726549808748,0.9389335859274172,13.225831137673623,18.95840197968242
Grambling St.,0.8862200118144007,0.7028379611030304,20.06557996940218,19.285194014276765
Grand Canyon,0.4465784925329479,0.732799230427953,16.88613537230914,16.603678368448513
Green Bay,0.9966754296023128,0.9017653934426281,14.223650296883601,12.441692605801169
Hampton,0.06306399671764935,0.11654341843293634,15.157536447836371,16.300678767666497
Harvard,0.7927867213565125,0.34170244097108704,16.08404727574295,16.61353060757474
Hawaii,0.7331992132597753,-0.19549822340124123,18.00027535083107,16.2362943320202
High Point,0.7582348360539632,0.8459163886523101,12.552279031154153,20.73397606337195
Hofstra,0.7559060196626768,0.9163395216537652,14.52756944852465,13.70592236449301
Holy Cross,0.33325087208408516,1.0061628743583146,14.60831074521657,13.574934688847083
Houston,1.0034575298426374,1.1064069039423037,11.490808465551998,20.09123059827707
Houston Christian,0.4607767001953832,0.4552769337800771,17.639923890199903,16.225312082633504
Howard,0.9191765408348108,0.5453043012542091,18.330073669095764,19.771554156847102
IU Indy,0.03384165615825777,0.9021363692648577,15.271620373254969,17.950727491041373
Idaho,0.5241401097802787,0.9855170092149783,14.510521350480907,14.293497104177337
Idaho St.,0.46938342266465866,0.9732236422380551,16.445743299851298,14.12858612028239
Illinois,1.0345180395212292,0.8148268810989527,12.79354559861438,10.968701144648248
Illinois Chicago,0.15311001399546728,1.0933977209884775,16.006940424751846,18.29222237738734
Illinois St.,0.033396895362916776,-0.03084068217671387,15.901893465349769,15.507449329205722
Incarnate Word,0.5639303686716679,0.7577373663618108,15.607496793170924,14.398000855566384
Indiana,0.955100152556097,0.44223798652356144,13.993359804912917,14.053217813551104
Indiana St.,0.8305036400604914,0.763231252797693,18.247644354105695,13.958700270684362
Iona,0.11249120081376955,0.03727567558892565,15.866073979920873,15.737787277344287
Iowa,0.8768467573396567,1.223553170436346,14.042773655700113,19.943946756040685
Iowa St.,1.010386730475928,1.0813319855496994,14.391378141798658,20.897338727826344
Jackson St.,0.769310617125426,0.1916318531959052,18.019623867718284,15.672420996202792
Jacksonville,0.7275378953780234,0.9840529722321201,16.421659444464105,14.367605101909438
Jacksonville St.,0.007902826379583602,0.4757073150733472,15.531043419182744,14.638593136479969
James Madison,0.054817735286132895,0.9917969315903277,15.852903805884985,11.859063056364237
Kansas,1.1278192544744774,0.7481222869153543,15.025128259911659,12.44721173033131
Kansas St.,0.4107864530103304,0.6579491506037827,16.689480429761105,15.99564518402367
Kennesaw St.,0.38474120539340945,0.5028595874587063,16.089798842154227,14.815804307370865
Kent St.,0.9745901733702007,0.33146559224717054,18.02272636321562,15.414862194467265
Kentucky,0.8584134362352762,0.04100600994978386,14.272924520307628,14.623024312138512
LIU,1.225429967101249,0.7712373104283644,18.188977245655646,17.538848528551533
LSU,0.7277870812446008,0.6467685081782512,15.025358892735193,13.281199079954057
La Salle,0.5227288662037186,0.0058961270922307865,17.272561020727974,15.895949186784055
Lafayette,0.5042652834719447,0.9931979933941352,14.147301242645337,14.14340234904129
Lamar,0.2731526421749226,0.3089994911428481,16.99465694698781,16.154276266377295
Le Moyne,1.197043318836037,1.0738418123136098,17.98040344601239,14.064680722160226
Lehigh,1.0286765575127848,0.08912168749165474,17.02097994283598,15.658288110539445
Liberty,0.9600844905177932,0.22435901498994865,12.901456998111028,16.004798758976676
Lindenwood,0.9833232782494269,0.3799933247059925,17.708627427686064,17.013308769664857
Lipscomb,0.15486742445185123,0.7427434616353803,14.91631737713037,16.803282714146373
Little Rock,0.6566548888157211,0.5051766792926435,17.19984167390681,17.401555441506773
Long Beach St.,0.428040597576652,0.07839124889025642,17.003511522567628,16.579736185560936
Longwood,1.0650924012311787,0.6934059972196863,18.536809764905573,18.63349120619927
Louisiana,0.5330861981731075,0.8314550346719995,15.200737433248511,16.77547097299462
Louisiana Monroe,0.03973738610954143,0.6687009823322548,15.863509165809068,15.00767928287873
Louisiana Tech,0.8690263199797355,0.7033511188616371,17.030748121813925,16.464264766201268
