team,efficiency_off_gravity,efficiency_def_gravity,efficiency_off_avg,efficiency_def_avg
UMKC,1.1762796525728292,1.0421380684683295,92.99401117245125,117.04384485726416
UMass Lowell,1.7679788791779398,2.737610848156526,103.53588948271339,111.68413866593492
UNC Asheville,1.6907010796579172,1.7293383907131956,106.63333403949842,108.83944478201164
UNC Greensboro,-1.6697019570726583,1.2322370374786762,109.75164990498618,118.06597488673707
UNC Wilmington,0.709943955876747,0.525041655001506,114.40280476479073,100.87203435122346
UNLV,1.6745850861320037,-0.17403354592792752,112.0656644718701,110.5721558926701
USC,-2.7097955530030315,-2.9305386179885984,107.67963839641772,108.2232572964977
USC Upstate,1.1966367308575043,-0.8909427281403486,98.84414290018675,107.95462734914311
UT Arlington,0.9930715705245767,0.6876796196911041,100.80628695016571,99.9008944807734
UT Rio Grande Valley,0.45422252091810644,0.3578480789538026,110.58730218251141,102.98639450150328
UTEP,0.8597422822739078,1.3799640545928191,100.34197723245441,109.75389792934405
UTSA,0.8878914391365099,0.9744986182805934,95.39437992444059,118.58592031705462
Utah,-0.9157235134239164,0.1444942921714541,107.87653517746493,114.64403591469551
Utah St.,1.278956045119802,1.8858020836571567,119.59796190667359,104.04073903359344
Utah Tech,-0.4878195186842568,3.0730831249976536,107.71158457713761,109.34719031736734
Utah Valley,1.1787659225031535,0.5871570728690703,111.06407170112288,99.79525951739637
VCU,1.2043537454733628,1.233049144260475,118.03022580334833,102.64171772757355
VMI,1.7273654240139404,1.1614227759817695,100.90329607687241,121.8793248664679
Valparaiso,0.5531051307886743,0.6445264271449678,105.33622646410217,105.24428474336169
Vanderbilt,1.3251842740139053,2.6029319720415804,120.92832463116575,103.81101785856775
